Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Change Password,Chrome 69.0.3497.100,,2018-10-03 16:44:49,2018-10-03 16:45:01,11.889s,PASSED
,,,,,,
Test Cases/Logistics/Roles/CSO/Change Password,Chrome 69.0.3497.100,,2018-10-03 16:44:50,2018-10-03 16:45:01,11.370s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-03 16:44:50,2018-10-03 16:44:54,4.024s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-03 16:44:54,2018-10-03 16:44:55,1.220s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-03 16:44:55,2018-10-03 16:44:56,0.842s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-03 16:44:56,2018-10-03 16:44:56,0.240s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-03 16:44:56,2018-10-03 16:44:57,0.202s,PASSED
click,Chrome 69.0.3497.100,,2018-10-03 16:44:57,2018-10-03 16:44:58,1.048s,PASSED
click,Chrome 69.0.3497.100,,2018-10-03 16:44:58,2018-10-03 16:44:58,0.279s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-03 16:44:58,2018-10-03 16:44:58,0.123s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-03 16:44:58,2018-10-03 16:44:58,0.135s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-03 16:44:58,2018-10-03 16:44:58,0.118s,PASSED
click,Chrome 69.0.3497.100,,2018-10-03 16:44:58,2018-10-03 16:44:58,0.080s,PASSED
takeScreenshot,Chrome 69.0.3497.100,,2018-10-03 16:44:58,2018-10-03 16:44:59,0.474s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-03 16:44:59,2018-10-03 16:44:59,0.117s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-03 16:44:59,2018-10-03 16:44:59,0.125s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-03 16:44:59,2018-10-03 16:44:59,0.119s,PASSED
click,Chrome 69.0.3497.100,,2018-10-03 16:44:59,2018-10-03 16:45:00,0.500s,PASSED
takeScreenshot,Chrome 69.0.3497.100,,2018-10-03 16:45:00,2018-10-03 16:45:00,0.394s,PASSED
click,Chrome 69.0.3497.100,,2018-10-03 16:45:00,2018-10-03 16:45:00,0.212s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-03 16:45:00,2018-10-03 16:45:01,0.671s,PASSED
